APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
2649019018,01/02/2017,Single Family,"10413 N COLUMBUS AVE
LOS ANGELES, CA 91345
",LOS ANGELES,CA,91345,7,Christiana Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2651016005,01/05/2017,Non-Residential,"0
CA 0
",,CA,0,7,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2654026050,01/03/2017,Single Family,"8333 N COLUMBUS AVE
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,6,Wilmington Savings Fund Society C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2654026051,03/14/2017,Single Family,"8333 N COLUMBUS AVE
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2656005189,01/31/2017,Single Family,"9714 N SEPULVEDA BLVD
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2656005212,01/18/2017,Single Family,"9714 N SEPULVEDA BLVD
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,7,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2656010065,01/01/2017,Single Family,"9530 N SEPULVEDA BLVD
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,7,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2656022250,02/10/2017,Single Family,"9125 N NOBLE AVE 1-8
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,7,Flagstar,Grace Wesson,951-428-2250,Mortgage Contracting Services,Code Compliance,6588   International PKWY  Plano TX 7503 ,866-563-1100
2660012038,01/20/2017,Single Family,"10044 N COLUMBUS AVE
LOS ANGELES, CA 91345
",LOS ANGELES,CA,91345,7,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2667014006,01/09/2017,Single Family,"11001 N HASKELL AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2668012002,01/10/2017,Single Family,"10515 N HASKELL AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,"Bayview Loan Servicing, LLC",Cindy Marin,305-631-3760,Bron Inc.,Grace Wesson,41951   Remington AVE  Temecula CA 92590 ,951-428-2252
2668014027,01/18/2017,Single Family,"10337 N HASKELL AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2683025013,02/24/2017,Single Family,"10833 N FORBES AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
2692012018,03/30/2017,Single Family,"17115 W LABRADOR ST
LOS ANGELES, CA 91325
",LOS ANGELES,CA,91325,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2695018002,01/31/2017,Single Family,"17145 W DEVONSHIRE ST
LOS ANGELES, CA 91325
",LOS ANGELES,CA,91325,12,bayview,Willie Walton,714-848-7920,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606 ,714-848-7920
2695019006,02/16/2017,Single Family,"17100 W SAN JOSE ST
LOS ANGELES, CA 91344
(34.261166, -118.505681)",LOS ANGELES,CA,91344,12,RICK  SPERLING,RICK SPERLING,818-515-6761,NULL,NULL,         ,NULL
2701063219,03/03/2017,Single Family,"11439 W LIVORNO WAY
LOS ANGELES, CA 91326
",LOS ANGELES,CA,91326,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2707030020,01/17/2017,Single Family,"11060 N OSO AVE
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2723019136,02/28/2017,Single Family,"10425 N TOPANGA CANYON BLVD
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2723023005,01/05/2017,Single Family,"22051 W SAGEBROOK ROAD
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2727002003,02/14/2017,Single Family,"22549 W ITASCA ST
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2733002058,01/19/2017,Single Family,"10450 N ZELZAH AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,MSI,PAUL MARES,3020   OAKFIELD CT 91709 CHINO HILLS CA 91709 ,909-597-7737
2741010007,02/09/2017,Single Family,"10164 N OSO AVE
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618 ,619-862-0918
2741015020,03/29/2017,Single Family,"10014 N OSO AVE
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2747004038,03/29/2017,Single Family,"10214 N VARIEL AVE
LOS ANGELES, CA 91311
",LOS ANGELES,CA,91311,12,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,TMG PROPERTIES,LAURETTA MARTIN,9535   RESEDA BLVD 303 NORTH RIDGE CA 91324 ,818-709-2525
2768001013,01/10/2017,Single Family,"9037 N BERTRAND AVE
LOS ANGELES, CA 91325
(34.235076, -118.525196)",LOS ANGELES,CA,91325,12,"JTF Rose, Inc. DBA Rose Financial",Jeff Rose,714-714-4618,NULL,NULL,         ,NULL
2779006172,01/25/2017,Single Family,"8447 N DE SOTO AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,CARRINGTON MTG LLC,Carrington LLC,866-439-8491,Frite Kling, Sotheby Realty,971   Westlake Blvd 100 Westlake Village Ca 91361 ,805-402-3236
2779009048,01/10/2017,Single Family,"21051 W SCHOENBORN ST
LOS ANGELES, CA 91304
",LOS ANGELES,CA,91304,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2779011034,03/15/2017,Single Family,"8538 N ETON AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,US BANK,Jessica Vanella,612-973-2749,Safeguard,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,216-739-2900
2779032006,01/04/2017,Single Family,"8458 N REMMET AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2779039021,03/22/2017,Single Family,"21829 W ECCLES ST
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2779040009,03/22/2017,Single Family,"8458 N TOPANGA CANYON BLVD
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2779045023,01/03/2017,Single Family,"21018 W RODAX ST
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100
2780003071,01/18/2017,Single Family,"8564 N DE SOTO AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,FANNIE MAE,Fannie Mae Fannie Mae,800-232-6643,Re/Max Coast and Valley,Erik Sellfors,5775  E Los Angeles AVE  Simi Valley CA 93063 ,732-276-5563
2780023015,01/16/2017,Single Family,"20509 W SCHOENBORN ST
LOS ANGELES, CA 91306
",LOS ANGELES,CA,91306,3,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2782018001,01/04/2017,Single Family,"8646 N HATILLO AVE
LOS ANGELES, CA 91306
",LOS ANGELES,CA,91306,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-380-8752
4006011021,01/05/2017,Multi-Family,"6339 A S 10TH AVE A-B
LOS ANGELES, CA 90043
",LOS ANGELES,CA,90043,8,City National Bank,Mariza Rofagha,213-673-7873,NULL,NULL,         ,NULL
4204010110,02/08/2017,Single Family,"3798 S LENAWEE AVE
LOS ANGELES, CA 90232
",LOS ANGELES,CA,90232,10,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
4211024016,01/23/2017,Single Family,"5720 S CELEDON CK
LOS ANGELES, CA 90094
",LOS ANGELES,CA,90094,11,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
4229005080,01/05/2017,Single Family,"3116 S STANFORD AVE
LOS ANGELES, CA 90292
",LOS ANGELES,CA,90292,11,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,626-485-8889
4231021023,01/12/2017,Single Family,"4153 S CHASE ST
LOS ANGELES, CA 90066
",LOS ANGELES,CA,90066,11,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
4237022009,01/02/2017,Multi-Family,"1055 E GARFIELD AVE
LOS ANGELES, CA 90291
",LOS ANGELES,CA,90291,11,"HSBC Bank USA, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
4260037007,01/04/2017,Multi-Family,"2437 S PURDUE AVE
LOS ANGELES, CA 90064
",LOS ANGELES,CA,90064,11,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-383-2097
4265014100,03/08/2017,Single Family,"11920 W GOSHEN
LOS ANGELES, CA 90049
",LOS ANGELES,CA,90049,11,"Colonial Savings, F.A.",Liz Croy,817-390-2071,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607 ,818-424-4732
4325001080,01/30/2017,Single Family,"10724 W WILSHIRE BLVD 1-157
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
4325001114,01/06/2017,Single Family,"10724 W WILSHIRE BLVD 1-157
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
4325001131,01/23/2017,Single Family,"10724 W WILSHIRE BLVD 1-157
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4325004128,01/17/2017,Single Family,"10750 W WILSHIRE BLVD 1-85
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4326001143,01/16/2017,Single Family,"10660 W WILSHIRE BLVD 1-132
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4326003096,02/07/2017,Single Family,"10520 W WILSHIRE BLVD 1-108
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
4326035010,01/12/2017,Single Family,"10560 W WILSHIRE BLVD 1-118
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4326035011,01/03/2017,Single Family,"10560 W WILSHIRE BLVD 1-118
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
4360029174,01/03/2017,Single Family,"10445 W WILSHIRE BLVD 1-109
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Nationstar Mortgage LLC,Dianna Perez,469-549-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4360029187,01/17/2017,Single Family,"10445 W WILSHIRE BLVD 1-109
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
4360031013,01/04/2017,Single Family,"10645 W WILSHIRE BLVD
LOS ANGELES, CA 90049
",LOS ANGELES,CA,90049,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4360031081,03/09/2017,Single Family,"10601 W WILSHIRE BLVD 1-72
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
4360033099,01/05/2017,Single Family,"10727 W WILSHIRE BLVD 1-109
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
4360034209,01/05/2017,Multi-Family,"10501 W WILSHIRE BLVD 1-208
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405 ,909-289-1453
4360034209,03/01/2017,Multi-Family,"10501 W WILSHIRE BLVD 1-208
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,CIT,Leah Collins,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405 ,909-289-1453
4371019040,01/06/2017,Single Family,"10431 UNKNOWN ST (HH)
LOS ANGELES, CA 90077
",LOS ANGELES,CA,90077,5,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4401029049,03/02/2017,Single Family,"11632 W BARRINGTON AVE
LOS ANGELES, CA 90049
",LOS ANGELES,CA,90049,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4412027008,01/02/2017,Single Family,"15230 W EARLHAM ST
LOS ANGELES, CA 90272
",LOS ANGELES,CA,90272,11,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5003004015,01/04/2017,Multi-Family,"5107 1/2 W 51ST ST
LOS ANGELES, CA 90062
",LOS ANGELES,CA,90062,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
5013013003,03/21/2017,Multi-Family,"4431 S CRENSHAW BLVD
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,"Danco, Inc.",Ronald Perlstein,2476   Overland AVE 203 los angeles CA 90064 ,310-842-8234
5023014001,01/30/2017,Multi-Family,"2904 W STOCKER PZ
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,10,Shellpoint Mortgage Services,Johan Correa,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
5033017039,01/12/2017,Single Family,"3837 S OLMSTED AVE
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,10,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5034002047,03/23/2017,Single Family,"3860 S WESTSIDE AVE
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,10,BSI Financial,Lee Sitterley,949-679-6838,First Allegiance,registrations dept,5716   Corsa AVE 110 Westlake Village CA 91362 ,888-727-6303
5034002052,01/19/2017,Single Family,"3890 S WESTSIDE AVE
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,10,"HSBC Bank USA, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5034005047,01/31/2017,Single Family,"3841 S HEPBURN AVE
LOS ANGELES, CA 90008
",LOS ANGELES,CA,90008,10,Freedom Mortgage Corporation,Adam Ulsh,317-537-3821,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606 ,714-580-8567
5043023013,01/04/2017,Single Family,"2336 W HOMESIDE AVE
LOS ANGELES, CA 90016
",LOS ANGELES,CA,90016,10,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5048019016,01/04/2017,Multi-Family,"5522 1/2 S CARMONA AVE
LOS ANGELES, CA 90016
",LOS ANGELES,CA,90016,10,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093 ,214-451-0898
5063007085,01/03/2017,Single Family,"2329 S HAUSER AVE
LOS ANGELES, CA 90016
",LOS ANGELES,CA,90016,10,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5064007028,01/19/2017,Single Family,"1830 S HAUSER BLVD 1-4
LOS ANGELES, CA 90019
",LOS ANGELES,CA,90019,10,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5204024014,01/02/2017,Multi-Family,"2322 N GRIFFIN AVE
LOS ANGELES, CA 90031
",LOS ANGELES,CA,90031,1,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5207004002,01/12/2017,Multi-Family,"3615 1/2 N GRIFFIN AVE
LOS ANGELES, CA 90031
",LOS ANGELES,CA,90031,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5207005011,01/12/2017,Multi-Family,"3637 1/2 N GRIFFIN AVE
LOS ANGELES, CA 90031
",LOS ANGELES,CA,90031,1,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5422009012,03/08/2017,Non-Residential,"0
CA 0
",,CA,0,13,Allstar Financial Services Inc,sumana sur,818-346-7827,NULL,NULL,         ,NULL
5437012023,01/10/2017,Single Family,"2114 W MADERA AVE
LOS ANGELES, CA 90039
",LOS ANGELES,CA,90039,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5452016022,02/15/2017,Single Family,"636 W AMERICAN PL
LOS ANGELES, CA 90065
",LOS ANGELES,CA,90065,1,Nationstar Mortgage,Dawn Campos,888-456-0714,"Cyprexx Services, LLC",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202
5454020029,01/31/2017,Single Family,"3619 E RIVER VIEW ST
LOS ANGELES, CA 90065
",LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5549031035,03/17/2017,Single Family,"6801 W PARK GLENN DR
LOS ANGELES, CA 90068
",LOS ANGELES,CA,90068,4,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067 ,813-387-1100
5555007007,01/13/2017,Multi-Family,"1320 N MILLER DR
LOS ANGELES, CA 90069
(34.094284, -118.377138)",LOS ANGELES,CA,90069,4,test,tet test,333-333-3333,NULL,NULL,         ,NULL
5558023007,01/16/2017,Single Family,"1731 N FRANKLIN WAY
LOS ANGELES, CA 90069
",LOS ANGELES,CA,90069,4,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5582002013,01/09/2017,Single Family,"2841 N WETONA DR
LOS ANGELES, CA 90068
",LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5577030001,01/31/2017,Vacant Residential,"2401 N SAN MARCO DR
LOS ANGELES, CA 90068
(34.114798, -118.331212)",LOS ANGELES,CA,90068,4,Gerald Feldman,Gerald Feldman,310-203-5430,NULL,NULL,         ,NULL
5585010028,01/12/2017,Single Family,"6140 W GLEN TOWER
LOS ANGELES, CA 90068
",LOS ANGELES,CA,90068,4,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
5682001037,03/21/2017,Single Family,"2431 W HILL DR
LOS ANGELES, CA 90041
",LOS ANGELES,CA,90041,14,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE,KELLI ESPINOZA,818-591-9237,NULL,NULL,         ,NULL
